# STN,YYYYMMDD,YYYY,MM,Day,   HH,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y,APX
260,20230101,2023,1,1,1,220,80,100,160,155,     ,75,0,0,0,0,10065,81,8,58,     ,5,0,0,0,0,0,-1.46
260,20230101,2023,1,1,2,220,90,70,190,150,     ,75,0,0,0,-1,10070,83,8,61,23,7,0,1,0,0,0,-1.52
260,20230101,2023,1,1,3,220,80,80,170,149,     ,74,0,0,0,0,10074,83,8,60,2,7,0,0,0,0,0,-5
260,20230101,2023,1,1,4,230,80,70,140,139,     ,82,0,0,2,1,10083,80,8,68,81,7,0,1,0,0,0,-4.6
260,20230101,2023,1,1,5,230,80,70,170,131,     ,84,0,0,0,-1,10092,75,8,73,23,7,0,1,0,0,0,-4.05
260,20230101,2023,1,1,6,230,70,70,130,129,122,70,0,0,0,0,10099,80,8,67,2,7,0,0,0,0,0,-3.6
260,20230101,2023,1,1,7,220,70,60,120,125,     ,60,0,0,0,0,10108,83,8,64,     ,5,0,0,0,0,0,0
260,20230101,2023,1,1,8,220,60,50,130,116,     ,63,0,1,0,0,10123,80,8,69,     ,5,0,0,0,0,0,0
260,20230101,2023,1,1,9,210,50,50,100,115,     ,64,0,8,0,0,10131,75,8,71,     ,5,0,0,0,0,0,0
260,20230101,2023,1,1,10,200,50,50,90,120,     ,70,5,34,0,0,10135,75,8,71,     ,5,0,0,0,0,0,0.99
260,20230101,2023,1,1,11,220,60,70,110,128,     ,80,3,46,0,0,10136,75,8,72,     ,5,0,0,0,0,0,0.58
260,20230101,2023,1,1,12,210,60,50,120,123,107,87,0,35,0,0,10139,75,8,78,     ,5,0,0,0,0,0,0.04
260,20230101,2023,1,1,13,230,60,60,100,129,     ,80,0,37,0,0,10140,75,8,72,     ,5,0,0,0,0,0,0
260,20230101,2023,1,1,14,220,50,40,110,125,     ,82,0,22,0,0,10140,75,8,74,     ,5,0,0,0,0,0,0.85
260,20230101,2023,1,1,15,200,40,30,80,123,     ,84,0,11,0,0,10137,75,8,76,     ,5,0,0,0,0,0,23.53
260,20230101,2023,1,1,16,180,30,40,60,122,     ,84,0,2,0,0,10141,75,8,77,     ,5,0,0,0,0,0,36.54
260,20230101,2023,1,1,17,180,40,40,60,121,     ,86,0,0,0,0,10135,75,8,78,     ,5,0,0,0,0,0,46.03
260,20230101,2023,1,1,18,180,40,40,70,115,109,87,0,0,6,4,10132,65,8,83,81,7,0,1,0,0,0,99.9
260,20230101,2023,1,1,19,150,30,40,60,107,     ,96,0,0,10,11,10125,61,8,93,61,7,0,1,0,0,0,54.95
260,20230101,2023,1,1,20,160,30,30,60,106,     ,98,0,0,10,16,10121,59,8,94,62,7,0,1,0,0,0,62
260,20230101,2023,1,1,21,160,30,30,60,105,     ,100,0,0,10,15,10112,59,8,96,52,7,0,1,0,0,0,52.93
260,20230101,2023,1,1,22,170,40,30,80,106,     ,100,0,0,10,14,10103,59,8,96,81,7,0,1,0,0,0,45.96
260,20230101,2023,1,1,23,180,30,40,80,113,     ,99,0,0,0,-1,10097,65,8,91,23,7,0,1,0,0,0,35
260,20230101,2023,1,1,24,190,40,40,70,114,102,101,0,0,0,-1,10092,65,8,92,23,7,0,1,0,0,0,109.9
260,20230102,2023,1,2,1,180,40,30,70,114,     ,101,0,0,0,0,10086,65,8,91,     ,5,0,0,0,0,0,94.9
260,20230102,2023,1,2,2,180,40,40,70,119,     ,103,0,0,3,1,10083,70,8,90,23,7,0,1,0,0,0,52.93
260,20230102,2023,1,2,3,200,40,40,80,122,     ,105,0,0,3,1,10082,70,8,89,23,7,0,1,0,0,0,44.16
260,20230102,2023,1,2,4,210,50,60,100,127,     ,108,0,0,0,-1,10083,70,8,88,51,7,0,1,0,0,0,50.08
260,20230102,2023,1,2,5,210,60,60,110,124,     ,110,0,0,0,-1,10084,63,8,91,81,7,0,1,0,0,0,77.09
260,20230102,2023,1,2,6,280,60,50,120,99,97,89,0,0,8,21,10100,58,8,94,62,7,0,1,0,0,0,105.08
260,20230102,2023,1,2,7,270,40,40,90,93,     ,83,0,0,4,1,10116,65,8,93,23,7,0,1,0,0,0,140.64
260,20230102,2023,1,2,8,260,30,30,70,89,     ,78,0,1,0,0,10132,65,8,92,     ,5,0,0,0,0,0,162.44
260,20230102,2023,1,2,9,250,40,40,70,91,     ,74,0,4,0,0,10144,70,8,89,2,7,0,0,0,0,0,180
260,20230102,2023,1,2,10,250,40,30,80,90,     ,71,0,16,0,0,10152,70,8,87,     ,5,0,0,0,0,0,145.61
260,20230102,2023,1,2,11,230,30,40,70,93,     ,73,0,38,0,0,10155,70,8,87,     ,5,0,0,0,0,0,143.35
260,20230102,2023,1,2,12,230,40,40,80,97,87,73,0,44,0,0,10160,70,8,85,2,7,0,0,0,0,0,144.38
260,20230102,2023,1,2,13,230,40,40,80,97,     ,75,0,23,0,0,10165,70,8,86,     ,5,0,0,0,0,0,143.76
260,20230102,2023,1,2,14,230,40,40,90,91,     ,79,0,11,8,12,10168,65,8,91,81,7,0,1,0,0,0,148.2
260,20230102,2023,1,2,15,240,40,30,80,92,     ,75,3,11,0,-1,10179,70,8,89,81,7,0,1,0,0,0,155.34
260,20230102,2023,1,2,16,250,40,30,80,89,     ,66,0,1,2,2,10190,70,8,85,23,7,0,1,0,0,0,164
260,20230102,2023,1,2,17,270,30,20,70,85,     ,66,0,0,0,0,10200,70,8,87,     ,5,0,0,0,0,0,185.68
260,20230102,2023,1,2,18,250,30,20,60,71,59,55,0,0,0,0,10207,70,1,89,1,7,0,0,0,0,0,174.74
260,20230102,2023,1,2,19,260,30,20,50,69,     ,50,0,0,0,0,10218,70,1,87,     ,5,0,0,0,0,0,169.9
260,20230102,2023,1,2,20,240,20,20,40,57,     ,47,0,0,0,0,10225,65,0,92,     ,5,0,0,0,0,0,153
260,20230102,2023,1,2,21,230,20,20,40,52,     ,45,0,0,0,0,10231,62,0,95,     ,5,0,0,0,0,0,141.67
260,20230102,2023,1,2,22,230,20,20,40,49,     ,38,0,0,0,0,10238,65,0,92,     ,5,0,0,0,0,0,134.91
260,20230102,2023,1,2,23,230,20,20,40,52,     ,35,0,0,0,0,10246,70,6,88,     ,5,0,0,0,0,0,124.22
260,20230102,2023,1,2,24,240,20,20,40,45,19,28,0,0,0,0,10250,70,3,88,     ,5,0,0,0,0,0,130.01
260,20230103,2023,1,3,1,220,20,20,40,48,     ,34,0,0,0,0,10254,70,8,90,     ,5,0,0,0,0,0,120
260,20230103,2023,1,3,2,190,10,10,20,21,     ,18,0,0,0,0,10256,6,8,98,34,7,1,0,0,0,0,118.76
260,20230103,2023,1,3,3,150,10,10,20,19,     ,16,0,0,0,0,10258,3,9,98,34,7,1,0,0,0,0,115
260,20230103,2023,1,3,4,160,20,20,30,31,     ,28,0,0,0,0,10257,0,9,98,34,7,1,0,0,0,0,113.63
260,20230103,2023,1,3,5,160,20,20,40,31,     ,31,0,0,0,0,10259,2,9,99,32,7,1,0,0,0,0,116.27
260,20230103,2023,1,3,6,160,20,20,40,25,-10,23,0,0,0,0,10256,17,3,98,20,7,1,0,0,0,0,138.92
260,20230103,2023,1,3,7,160,20,20,40,32,     ,28,0,0,0,0,10255,45,8,97,10,7,0,0,0,0,0,159.92
260,20230103,2023,1,3,8,150,20,20,40,39,     ,34,0,1,4,3,10256,43,8,96,81,7,0,1,0,0,0,169.17
260,20230103,2023,1,3,9,170,30,30,50,50,     ,43,0,6,1,2,10258,57,8,95,23,7,0,1,0,0,0,171.18
260,20230103,2023,1,3,10,190,40,50,70,63,     ,55,0,11,0,0,10257,50,8,94,10,7,0,0,0,0,0,168.57
260,20230103,2023,1,3,11,200,40,40,80,70,     ,62,0,13,0,0,10257,56,8,94,10,7,0,0,0,0,0,169.49
260,20230103,2023,1,3,12,200,40,50,70,76,9,62,0,16,0,0,10251,59,8,91,10,7,0,0,0,0,0,164.5
260,20230103,2023,1,3,13,190,40,40,80,81,     ,64,0,26,0,0,10248,64,8,88,     ,5,0,0,0,0,0,160.91
260,20230103,2023,1,3,14,190,40,50,70,84,     ,60,3,28,0,0,10243,70,8,85,     ,5,0,0,0,0,0,163.06
260,20230103,2023,1,3,15,180,50,50,90,81,     ,56,0,11,0,0,10240,70,8,84,     ,5,0,0,0,0,0,166.79
260,20230103,2023,1,3,16,180,50,50,90,80,     ,55,0,3,0,0,10237,70,8,84,     ,5,0,0,0,0,0,166.57
260,20230103,2023,1,3,17,180,60,60,90,80,     ,54,0,0,0,0,10233,70,8,83,     ,5,0,0,0,0,0,170.82
260,20230103,2023,1,3,18,180,60,60,100,82,72,54,0,0,0,0,10229,70,8,82,     ,5,0,0,0,0,0,168.95
260,20230103,2023,1,3,19,190,70,60,120,84,     ,55,0,0,0,0,10222,70,8,81,     ,5,0,0,0,0,0,160.99
260,20230103,2023,1,3,20,190,70,70,120,84,     ,54,0,0,0,0,10212,70,8,81,     ,5,0,0,0,0,0,149.62
260,20230103,2023,1,3,21,190,70,70,110,86,     ,56,0,0,0,0,10205,70,8,81,     ,5,0,0,0,0,0,130.63
260,20230103,2023,1,3,22,190,70,70,120,89,     ,58,0,0,0,0,10194,75,8,80,     ,5,0,0,0,0,0,114.42
260,20230103,2023,1,3,23,190,70,70,120,91,     ,62,0,0,0,-1,10187,70,8,82,81,7,0,1,0,0,0,92.48
260,20230103,2023,1,3,24,190,70,70,120,88,77,70,0,0,10,8,10174,70,8,88,61,7,0,1,0,0,0,80.07
260,20230104,2023,1,4,1,190,70,70,130,88,     ,77,0,0,10,19,10160,57,8,92,62,7,0,1,0,0,0,68.44
260,20230104,2023,1,4,2,210,80,100,150,97,     ,84,0,0,10,9,10154,59,8,91,58,7,0,1,0,0,0,37.92
260,20230104,2023,1,4,3,210,90,80,150,102,     ,91,0,0,5,1,10149,50,8,92,81,7,0,1,0,0,0,0
260,20230104,2023,1,4,4,220,80,90,170,111,     ,93,0,0,0,-1,10143,70,8,88,23,7,0,1,0,0,0,0
260,20230104,2023,1,4,5,220,90,90,180,112,     ,98,0,0,0,0,10136,47,8,90,10,7,0,0,0,0,0,6.33
260,20230104,2023,1,4,6,220,80,80,170,112,83,100,0,0,9,15,10130,61,8,92,81,7,0,1,0,0,0,54.9
260,20230104,2023,1,4,7,220,80,80,180,116,     ,101,0,0,8,10,10128,59,8,90,62,7,0,1,0,0,0,85.32
260,20230104,2023,1,4,8,220,80,80,160,115,     ,103,0,1,10,15,10125,57,8,92,62,7,0,1,0,0,0,150
260,20230104,2023,1,4,9,220,80,70,160,115,     ,107,0,2,10,21,10127,46,8,94,62,7,0,1,0,0,0,146
260,20230104,2023,1,4,10,230,70,70,140,118,     ,109,0,7,10,22,10131,48,8,94,58,7,0,1,0,0,0,131.19
260,20230104,2023,1,4,11,230,70,70,140,119,     ,111,0,8,10,10,10129,24,8,95,53,7,0,1,0,0,0,130.53
260,20230104,2023,1,4,12,240,80,80,150,127,109,108,0,15,5,3,10125,70,8,88,23,7,0,1,0,0,0,127.87
260,20230104,2023,1,4,13,240,70,70,150,128,     ,104,0,34,0,0,10123,70,8,85,     ,5,0,0,0,0,0,119.08
260,20230104,2023,1,4,14,240,80,80,160,126,     ,102,0,29,0,0,10122,70,8,85,     ,5,0,0,0,0,0,116.55
260,20230104,2023,1,4,15,240,70,70,140,125,     ,98,0,10,0,0,10121,70,8,83,     ,5,0,0,0,0,0,127.99
260,20230104,2023,1,4,16,230,70,70,140,123,     ,95,0,2,0,0,10120,67,8,83,     ,5,0,0,0,0,0,131.25
260,20230104,2023,1,4,17,240,70,90,130,121,     ,91,0,0,0,0,10124,66,8,82,     ,5,0,0,0,0,0,150.2
260,20230104,2023,1,4,18,240,70,70,140,121,115,87,0,0,0,-1,10131,65,8,79,81,7,0,1,0,0,0,137.5
260,20230104,2023,1,4,19,250,70,70,130,120,     ,88,0,0,0,-1,10132,60,8,80,81,7,0,1,0,0,0,129.49
260,20230104,2023,1,4,20,240,70,70,160,121,     ,82,0,0,0,-1,10134,64,8,76,23,7,0,1,0,0,0,122.4
260,20230104,2023,1,4,21,250,70,70,130,122,     ,78,0,0,0,-1,10139,64,8,74,23,7,0,1,0,0,0,129.39
260,20230104,2023,1,4,22,250,80,90,160,118,     ,75,0,0,0,0,10145,64,8,74,     ,5,0,0,0,0,0,108.96
260,20230104,2023,1,4,23,260,80,80,150,115,     ,75,0,0,0,0,10148,63,8,76,     ,5,0,0,0,0,0,106
260,20230104,2023,1,4,24,260,70,60,140,111,104,72,0,0,0,0,10152,64,2,77,1,7,0,0,0,0,0,5.4
260,20230105,2023,1,5,1,260,60,60,120,111,     ,70,0,0,0,0,10155,66,7,76,     ,5,0,0,0,0,0,3.63
260,20230105,2023,1,5,2,260,60,70,120,110,     ,73,0,0,0,0,10160,63,8,78,     ,5,0,0,0,0,0,4.9
260,20230105,2023,1,5,3,260,60,60,100,109,     ,75,0,0,0,0,10163,64,8,79,     ,5,0,0,0,0,0,0
260,20230105,2023,1,5,4,260,60,60,110,109,     ,75,0,0,0,0,10165,64,8,79,     ,5,0,0,0,0,0,6.87
260,20230105,2023,1,5,5,270,50,60,120,108,     ,76,0,0,0,0,10167,64,8,80,     ,5,0,0,0,0,0,16.32
260,20230105,2023,1,5,6,260,50,40,90,105,98,76,0,0,0,0,10173,63,8,82,     ,5,0,0,0,0,0,67.8
260,20230105,2023,1,5,7,270,50,40,90,106,     ,76,0,0,0,0,10180,63,8,81,     ,5,0,0,0,0,0,119.9
260,20230105,2023,1,5,8,260,40,40,80,104,     ,74,0,1,0,0,10185,64,8,81,     ,5,0,0,0,0,0,179
260,20230105,2023,1,5,9,260,40,40,80,104,     ,74,0,8,0,0,10194,63,8,81,     ,5,0,0,0,0,0,171.04
260,20230105,2023,1,5,10,260,40,40,100,107,     ,75,0,21,0,0,10198,63,8,80,     ,5,0,0,0,0,0,169.47
260,20230105,2023,1,5,11,260,40,40,80,110,     ,74,0,27,0,0,10201,65,8,78,     ,5,0,0,0,0,0,154
260,20230105,2023,1,5,12,260,40,40,80,116,99,78,0,50,0,0,10199,64,8,77,     ,5,0,0,0,0,0,146
260,20230105,2023,1,5,13,240,40,30,80,117,     ,79,3,49,0,0,10198,63,8,77,     ,5,0,0,0,0,0,145.1
260,20230105,2023,1,5,14,240,40,40,80,114,     ,79,0,26,0,0,10197,63,8,79,     ,5,0,0,0,0,0,151.03
260,20230105,2023,1,5,15,220,40,50,70,107,     ,86,0,14,0,-1,10197,58,8,86,51,7,0,1,0,0,0,159.48
260,20230105,2023,1,5,16,220,40,40,80,99,     ,87,0,3,0,-1,10195,47,8,91,51,7,0,1,0,0,0,172.73
260,20230105,2023,1,5,17,200,30,20,70,97,     ,91,0,0,4,2,10191,50,8,95,81,7,0,1,0,0,0,222.1
260,20230105,2023,1,5,18,200,30,40,70,102,95,96,0,0,6,5,10187,44,8,96,51,7,0,1,0,0,0,194.67
260,20230105,2023,1,5,19,220,40,40,70,108,     ,99,0,0,2,1,10182,58,8,94,23,7,0,1,0,0,0,177.98
260,20230105,2023,1,5,20,220,40,50,80,110,     ,97,0,0,0,-1,10181,65,8,91,23,7,0,1,0,0,0,163.99
260,20230105,2023,1,5,21,220,40,40,80,111,     ,94,0,0,0,0,10179,67,8,89,2,7,0,0,0,0,0,152
260,20230105,2023,1,5,22,220,50,50,100,111,     ,92,0,0,0,-1,10178,70,8,88,23,7,0,1,0,0,0,144.64
260,20230105,2023,1,5,23,220,50,50,90,109,     ,91,0,0,0,-1,10176,59,8,88,81,7,0,1,0,0,0,127
260,20230105,2023,1,5,24,220,60,60,110,110,100,86,0,0,0,-1,10169,70,8,85,23,7,0,1,0,0,0,107.21
260,20230106,2023,1,6,1,220,60,50,100,106,     ,88,0,0,0,0,10167,70,8,88,     ,5,0,0,0,0,0,101.1
260,20230106,2023,1,6,2,210,50,50,100,109,     ,82,0,0,0,0,10163,70,8,83,     ,5,0,0,0,0,0,96.73
260,20230106,2023,1,6,3,210,50,60,100,107,     ,79,0,0,0,0,10154,70,8,82,     ,5,0,0,0,0,0,81.42
260,20230106,2023,1,6,4,200,60,60,110,108,     ,76,0,0,0,0,10144,75,8,80,     ,5,0,0,0,0,0,74.45
260,20230106,2023,1,6,5,210,70,70,130,110,     ,77,0,0,0,0,10139,75,8,79,     ,5,0,0,0,0,0,78.32
260,20230106,2023,1,6,6,210,70,70,140,105,101,84,0,0,0,-1,10138,59,8,86,23,7,0,1,0,0,0,96.89
260,20230106,2023,1,6,7,230,70,70,130,103,     ,89,0,0,6,5,10141,50,8,91,81,7,0,1,0,0,0,107.02
260,20230106,2023,1,6,8,250,60,50,130,102,     ,88,0,1,4,5,10151,65,8,91,23,7,0,1,0,0,0,122.94
260,20230106,2023,1,6,9,250,40,40,90,102,     ,81,5,14,0,0,10161,70,0,86,1,7,0,0,0,0,0,166.4
260,20230106,2023,1,6,10,250,40,50,80,104,     ,71,10,51,0,0,10168,75,0,80,     ,5,0,0,0,0,0,182.4
260,20230106,2023,1,6,11,250,50,50,80,106,     ,61,10,75,0,0,10170,75,8,73,     ,5,0,0,0,0,0,163.67
260,20230106,2023,1,6,12,230,40,40,80,107,93,68,5,61,0,0,10168,75,8,76,2,7,0,0,0,0,0,140.2
260,20230106,2023,1,6,13,240,50,60,90,113,     ,62,8,75,0,0,10168,75,8,70,     ,5,0,0,0,0,0,135
260,20230106,2023,1,6,14,230,50,40,90,110,     ,55,10,60,0,0,10166,80,8,68,     ,5,0,0,0,0,0,158
260,20230106,2023,1,6,15,220,40,40,80,105,     ,53,0,14,0,0,10164,75,8,70,     ,5,0,0,0,0,0,170.4
260,20230106,2023,1,6,16,220,40,30,90,98,     ,58,0,3,0,0,10164,75,8,75,     ,5,0,0,0,0,0,140.1
260,20230106,2023,1,6,17,210,30,40,60,96,     ,66,0,0,0,0,10162,70,8,81,     ,5,0,0,0,0,0,155.93
260,20230106,2023,1,6,18,200,30,30,50,97,82,71,0,0,0,0,10162,70,8,83,     ,5,0,0,0,0,0,163.5
260,20230106,2023,1,6,19,190,20,20,50,100,     ,80,0,0,0,-1,10160,70,8,87,23,7,0,1,0,0,0,146.74
260,20230106,2023,1,6,20,190,30,50,80,106,     ,97,0,0,5,2,10156,56,8,94,52,7,0,1,0,0,0,139.39
260,20230106,2023,1,6,21,210,40,40,80,111,     ,99,0,0,0,-1,10154,63,8,92,81,7,0,1,0,0,0,131.84
260,20230106,2023,1,6,22,210,50,40,90,110,     ,102,0,0,4,2,10153,43,8,94,58,7,0,1,0,0,0,129.94
260,20230106,2023,1,6,23,210,50,50,90,109,     ,100,0,0,4,2,10153,36,8,94,58,7,0,1,0,0,0,121.31
260,20230106,2023,1,6,24,210,60,50,90,110,93,98,0,0,2,1,10150,65,8,92,23,7,0,1,0,0,0,97.28
260,20230107,2023,1,7,1,190,50,40,90,109,     ,91,0,0,3,2,10144,70,8,88,23,7,0,1,0,0,0,98.16
260,20230107,2023,1,7,2,190,40,50,80,105,     ,88,0,0,0,0,10141,70,8,89,     ,5,0,0,0,0,0,94.96
260,20230107,2023,1,7,3,190,50,50,80,104,     ,86,0,0,0,0,10139,70,8,89,2,7,0,0,0,0,0,83.86
260,20230107,2023,1,7,4,180,50,50,90,99,     ,82,0,0,0,0,10132,70,8,89,     ,5,0,0,0,0,0,76.66
260,20230107,2023,1,7,5,180,60,50,100,99,     ,82,0,0,0,0,10128,70,8,88,     ,5,0,0,0,0,0,69.88
260,20230107,2023,1,7,6,180,50,50,90,100,92,80,0,0,0,0,10123,70,8,87,2,7,0,0,0,0,0,76.49
260,20230107,2023,1,7,7,180,50,60,80,99,     ,77,0,0,0,-1,10116,70,8,86,23,7,0,1,0,0,0,92.53
260,20230107,2023,1,7,8,180,50,50,90,102,     ,70,0,1,0,0,10112,75,8,80,     ,5,0,0,0,0,0,109.94
260,20230107,2023,1,7,9,180,60,60,90,102,     ,66,3,13,0,0,10109,75,8,78,2,7,0,0,0,0,0,112.87
260,20230107,2023,1,7,10,180,60,60,100,108,     ,58,0,18,0,0,10102,75,8,71,     ,5,0,0,0,0,0,100.69
260,20230107,2023,1,7,11,170,50,60,100,112,     ,60,3,42,0,0,10090,75,8,70,     ,5,0,0,0,0,0,88.32
260,20230107,2023,1,7,12,180,60,70,120,117,88,55,5,68,0,0,10077,80,7,65,1,7,0,0,0,0,0,87.9
260,20230107,2023,1,7,13,170,70,60,110,111,     ,56,3,48,0,0,10065,80,8,68,     ,5,0,0,0,0,0,74.29
260,20230107,2023,1,7,14,170,60,60,110,112,     ,56,7,44,0,0,10054,80,8,68,     ,5,0,0,0,0,0,90
260,20230107,2023,1,7,15,170,60,70,120,110,     ,55,5,16,0,0,10050,80,8,68,     ,5,0,0,0,0,0,86.9
260,20230107,2023,1,7,16,170,60,60,120,108,     ,56,0,4,0,-1,10043,75,8,70,51,7,0,1,0,0,0,94.31
260,20230107,2023,1,7,17,180,60,70,110,103,     ,61,0,0,0,-1,10042,75,8,75,51,7,0,1,0,0,0,98.32
260,20230107,2023,1,7,18,180,60,70,120,97,91,65,0,0,3,3,10034,75,8,80,81,7,0,1,0,0,0,100.96
260,20230107,2023,1,7,19,180,60,60,110,95,     ,65,0,0,0,-1,10032,70,8,81,23,7,0,1,0,0,0,96
260,20230107,2023,1,7,20,180,60,60,110,101,     ,66,0,0,0,-1,10028,75,8,78,51,7,0,1,0,0,0,89.1
260,20230107,2023,1,7,21,190,70,60,120,100,     ,73,0,0,3,2,10025,70,8,83,23,7,0,1,0,0,0,62.98
260,20230107,2023,1,7,22,190,60,60,120,102,     ,72,0,0,0,0,10023,70,8,81,     ,5,0,0,0,0,0,51.2
260,20230107,2023,1,7,23,190,60,60,110,107,     ,73,0,0,0,0,10022,75,8,79,     ,5,0,0,0,0,0,38.79
260,20230107,2023,1,7,24,230,60,60,130,84,81,63,0,0,8,33,10024,57,8,87,58,7,0,1,0,0,0,11.55
260,20230108,2023,1,8,1,190,40,30,100,87,     ,70,0,0,1,1,10017,70,8,88,23,7,0,1,0,0,0,9.07
260,20230108,2023,1,8,2,200,40,40,90,90,     ,62,0,0,0,0,10018,70,8,82,     ,5,0,0,0,0,0,9.1
260,20230108,2023,1,8,3,210,40,50,80,92,     ,65,0,0,0,0,10015,70,8,83,2,7,0,0,0,0,0,3.46
260,20230108,2023,1,8,4,190,30,30,80,90,     ,65,0,0,0,0,10012,70,8,84,     ,5,0,0,0,0,0,2.8
260,20230108,2023,1,8,5,190,30,30,60,83,     ,57,0,0,0,0,10009,70,8,83,     ,5,0,0,0,0,0,5.08
260,20230108,2023,1,8,6,190,30,20,60,73,59,55,0,0,0,0,10008,70,1,88,1,7,0,0,0,0,0,9.02
260,20230108,2023,1,8,7,180,30,30,50,72,     ,54,0,0,0,0,10009,70,0,88,     ,5,0,0,0,0,0,16.47
260,20230108,2023,1,8,8,180,30,30,60,66,     ,48,0,1,0,0,10007,70,1,88,     ,5,0,0,0,0,0,50.23
260,20230108,2023,1,8,9,180,40,40,80,68,     ,42,0,9,0,0,10002,70,1,83,     ,5,0,0,0,0,0,83.02
260,20230108,2023,1,8,10,190,50,50,80,80,     ,49,10,47,0,0,10002,75,0,80,     ,5,0,0,0,0,0,93.88
260,20230108,2023,1,8,11,190,50,50,90,91,     ,56,10,72,0,0,9996,75,1,78,     ,5,0,0,0,0,0,103.87
260,20230108,2023,1,8,12,190,50,40,100,96,55,56,10,78,0,0,9988,75,7,75,     ,5,0,0,0,0,0,101.69
260,20230108,2023,1,8,13,200,60,50,110,97,     ,54,7,59,0,0,9980,75,3,74,     ,5,0,0,0,0,0,99
260,20230108,2023,1,8,14,190,50,50,90,100,     ,48,10,61,0,0,9974,75,1,70,     ,5,0,0,0,0,0,104.29
260,20230108,2023,1,8,15,190,50,50,100,94,     ,43,10,30,0,0,9968,75,1,70,     ,5,0,0,0,0,0,103.33
260,20230108,2023,1,8,16,180,50,50,90,86,     ,41,0,7,0,0,9965,75,1,73,     ,5,0,0,0,0,0,108.43
260,20230108,2023,1,8,17,170,40,40,80,81,     ,43,0,0,0,0,9962,75,5,76,     ,5,0,0,0,0,0,118.72
260,20230108,2023,1,8,18,170,40,40,80,84,66,46,0,0,0,-1,9952,75,7,76,81,7,0,1,0,0,0,122.76
260,20230108,2023,1,8,19,170,40,40,80,82,     ,46,0,0,0,-1,9944,75,7,78,23,7,0,1,0,0,0,109.44
260,20230108,2023,1,8,20,170,50,50,100,84,     ,45,0,0,0,0,9936,75,7,76,     ,5,0,0,0,0,0,104.41
260,20230108,2023,1,8,21,170,40,40,80,81,     ,46,0,0,0,0,9930,75,4,78,1,7,0,0,0,0,0,98.65
260,20230108,2023,1,8,22,160,40,40,70,77,     ,48,0,0,0,0,9924,70,8,81,     ,5,0,0,0,0,0,99.38
260,20230108,2023,1,8,23,190,50,40,100,77,     ,54,0,0,8,3,9923,70,8,85,81,7,0,1,0,0,0,81.34
260,20230108,2023,1,8,24,210,50,50,80,73,65,47,0,0,0,-1,9930,70,8,83,23,7,0,1,0,0,0,75.13
260,20230109,2023,1,9,1,210,50,40,80,67,     ,43,0,0,0,0,9931,70,8,84,     ,5,0,0,0,0,0,64.38
260,20230109,2023,1,9,2,200,40,50,70,59,     ,42,0,0,0,0,9934,70,1,88,     ,5,0,0,0,0,0,60.28
260,20230109,2023,1,9,3,190,40,40,60,55,     ,41,0,0,0,0,9934,70,3,90,     ,5,0,0,0,0,0,39.41
260,20230109,2023,1,9,4,190,40,40,70,50,     ,38,0,0,0,0,9933,65,1,91,     ,5,0,0,0,0,0,43.12
260,20230109,2023,1,9,5,180,50,50,80,56,     ,40,0,0,0,-1,9932,70,8,89,23,7,0,1,0,0,0,69.07
260,20230109,2023,1,9,6,170,40,40,80,61,41,43,0,0,0,-1,9930,70,8,88,81,7,0,1,0,0,0,107.13
260,20230109,2023,1,9,7,180,50,50,90,65,     ,47,0,0,7,2,9927,65,8,88,51,7,0,1,0,0,0,160
260,20230109,2023,1,9,8,210,50,50,90,67,     ,54,0,1,2,1,9931,56,8,91,81,7,0,1,0,0,0,180
260,20230109,2023,1,9,9,230,50,60,110,71,     ,59,0,3,10,5,9943,49,8,92,61,7,0,1,0,0,0,177.16
260,20230109,2023,1,9,10,250,50,40,110,80,     ,62,0,17,4,4,9958,70,8,88,23,7,0,1,0,0,0,159.13
260,20230109,2023,1,9,11,250,50,50,120,79,     ,51,2,30,3,3,9969,70,8,82,23,7,0,1,0,0,0,160.78
260,20230109,2023,1,9,12,260,40,40,100,75,57,54,0,34,5,8,9977,57,8,86,58,7,0,1,0,0,0,141
260,20230109,2023,1,9,13,260,40,50,90,85,     ,52,0,39,2,4,9982,75,7,79,23,7,0,1,0,0,0,142.07
260,20230109,2023,1,9,14,280,40,40,90,81,     ,51,2,28,0,0,9991,70,6,81,     ,5,0,0,0,0,0,138.97
260,20230109,2023,1,9,15,270,40,30,90,81,     ,49,5,18,0,-1,10005,75,7,79,51,7,0,1,0,0,0,151.23
260,20230109,2023,1,9,16,260,30,30,80,77,     ,44,2,4,0,-1,10017,75,4,79,22,7,0,1,0,0,0,162.04
260,20230109,2023,1,9,17,260,30,40,80,70,     ,49,0,0,2,8,10029,50,8,86,82,7,0,1,0,0,0,174.27
260,20230109,2023,1,9,18,270,30,40,60,68,59,43,0,0,1,1,10038,70,5,84,23,7,0,1,0,0,0,182.18
260,20230109,2023,1,9,19,270,30,30,60,71,     ,45,0,0,0,-1,10053,70,8,83,51,7,0,1,0,0,0,170.24
260,20230109,2023,1,9,20,270,40,40,80,73,     ,40,0,0,0,-1,10067,75,8,79,22,7,0,1,0,0,0,160.51
