01.01.2023,Day-ahead Price,Currency,Year,Month,Day,Hour
12:00 - 13:00,150,EUR,2023,1,22,13
13:00 - 14:00,154.9,EUR,2023,1,22,14
14:00 - 15:00,157.49,EUR,2023,1,22,15
15:00 - 16:00,171.03,EUR,2023,1,22,16
16:00 - 17:00,191.99,EUR,2023,1,22,17
17:00 - 18:00,203.66,EUR,2023,1,22,18
18:00 - 19:00,197.58,EUR,2023,1,22,19
19:00 - 20:00,170.87,EUR,2023,1,22,20
20:00 - 21:00,166.4,EUR,2023,1,22,21
21:00 - 22:00,157.25,EUR,2023,1,22,22
22:00 - 23:00,148.3,EUR,2023,1,22,23
23:00 - 00:00,149.24,EUR,2023,1,22,24
00:00 - 01:00,149,EUR,2023,1,23,1
01:00 - 02:00,148.4,EUR,2023,1,23,2
02:00 - 03:00,147.59,EUR,2023,1,23,3
03:00 - 04:00,148.3,EUR,2023,1,23,4
04:00 - 05:00,144.9,EUR,2023,1,23,5
05:00 - 06:00,189.9,EUR,2023,1,23,6
06:00 - 07:00,226.54,EUR,2023,1,23,7
07:00 - 08:00,257.91,EUR,2023,1,23,8
08:00 - 09:00,270.2,EUR,2023,1,23,9
09:00 - 10:00,249.9,EUR,2023,1,23,10
10:00 - 11:00,230.2,EUR,2023,1,23,11
11:00 - 12:00,220.93,EUR,2023,1,23,12
12:00 - 13:00,219.16,EUR,2023,1,23,13
13:00 - 14:00,219.67,EUR,2023,1,23,14
14:00 - 15:00,218.99,EUR,2023,1,23,15
15:00 - 16:00,224.58,EUR,2023,1,23,16
16:00 - 17:00,248.9,EUR,2023,1,23,17
17:00 - 18:00,248.07,EUR,2023,1,23,18
18:00 - 19:00,223.19,EUR,2023,1,23,19
19:00 - 20:00,201.39,EUR,2023,1,23,20
20:00 - 21:00,183.95,EUR,2023,1,23,21
21:00 - 22:00,167.6,EUR,2023,1,23,22
22:00 - 23:00,157.01,EUR,2023,1,23,23
23:00 - 00:00,164.85,EUR,2023,1,23,24
00:00 - 01:00,160.05,EUR,2023,1,24,1
01:00 - 02:00,145.9,EUR,2023,1,24,2
02:00 - 03:00,142.4,EUR,2023,1,24,3
03:00 - 04:00,153.62,EUR,2023,1,24,4
04:00 - 05:00,156.7,EUR,2023,1,24,5
05:00 - 06:00,183.61,EUR,2023,1,24,6
06:00 - 07:00,210.06,EUR,2023,1,24,7
07:00 - 08:00,251.1,EUR,2023,1,24,8
08:00 - 09:00,256.43,EUR,2023,1,24,9
09:00 - 10:00,238.66,EUR,2023,1,24,10
10:00 - 11:00,229.96,EUR,2023,1,24,11
11:00 - 12:00,217.85,EUR,2023,1,24,12
12:00 - 13:00,205.99,EUR,2023,1,24,13
13:00 - 14:00,215.28,EUR,2023,1,24,14
14:00 - 15:00,217.98,EUR,2023,1,24,15
15:00 - 16:00,224.58,EUR,2023,1,24,16
16:00 - 17:00,250,EUR,2023,1,24,17
17:00 - 18:00,250,EUR,2023,1,24,18
18:00 - 19:00,231.14,EUR,2023,1,24,19
19:00 - 20:00,207.29,EUR,2023,1,24,20
20:00 - 21:00,182.75,EUR,2023,1,24,21
21:00 - 22:00,149.9,EUR,2023,1,24,22
22:00 - 23:00,147.34,EUR,2023,1,24,23
23:00 - 00:00,138.2,EUR,2023,1,24,24
00:00 - 01:00,146.18,EUR,2023,1,25,1
01:00 - 02:00,145.26,EUR,2023,1,25,2
02:00 - 03:00,146.7,EUR,2023,1,25,3
03:00 - 04:00,146.8,EUR,2023,1,25,4
04:00 - 05:00,150.9,EUR,2023,1,25,5
05:00 - 06:00,160,EUR,2023,1,25,6
06:00 - 07:00,195.46,EUR,2023,1,25,7
07:00 - 08:00,225.04,EUR,2023,1,25,8
08:00 - 09:00,225,EUR,2023,1,25,9
09:00 - 10:00,212.42,EUR,2023,1,25,10
10:00 - 11:00,200.98,EUR,2023,1,25,11
11:00 - 12:00,193.2,EUR,2023,1,25,12
12:00 - 13:00,185.2,EUR,2023,1,25,13
13:00 - 14:00,190.8,EUR,2023,1,25,14
14:00 - 15:00,197.3,EUR,2023,1,25,15
15:00 - 16:00,199.19,EUR,2023,1,25,16
16:00 - 17:00,206.35,EUR,2023,1,25,17
17:00 - 18:00,200.1,EUR,2023,1,25,18
18:00 - 19:00,170.41,EUR,2023,1,25,19
19:00 - 20:00,150,EUR,2023,1,25,20
20:00 - 21:00,144.3,EUR,2023,1,25,21
21:00 - 22:00,145.08,EUR,2023,1,25,22
22:00 - 23:00,135,EUR,2023,1,25,23
23:00 - 00:00,150,EUR,2023,1,25,24
00:00 - 01:00,129.38,EUR,2023,1,26,1
01:00 - 02:00,128.48,EUR,2023,1,26,2
02:00 - 03:00,126.61,EUR,2023,1,26,3
03:00 - 04:00,128.94,EUR,2023,1,26,4
04:00 - 05:00,124,EUR,2023,1,26,5
05:00 - 06:00,160.39,EUR,2023,1,26,6
06:00 - 07:00,182.49,EUR,2023,1,26,7
07:00 - 08:00,198.95,EUR,2023,1,26,8
08:00 - 09:00,199.06,EUR,2023,1,26,9
09:00 - 10:00,192.38,EUR,2023,1,26,10
10:00 - 11:00,140.1,EUR,2023,1,26,11
11:00 - 12:00,136.44,EUR,2023,1,26,12
12:00 - 13:00,130,EUR,2023,1,26,13
13:00 - 14:00,127.96,EUR,2023,1,26,14
14:00 - 15:00,135.48,EUR,2023,1,26,15
15:00 - 16:00,153,EUR,2023,1,26,16
16:00 - 17:00,186.2,EUR,2023,1,26,17
17:00 - 18:00,150,EUR,2023,1,26,18
18:00 - 19:00,133.92,EUR,2023,1,26,19
19:00 - 20:00,128.49,EUR,2023,1,26,20
20:00 - 21:00,149.4,EUR,2023,1,26,21
21:00 - 22:00,130,EUR,2023,1,26,22
22:00 - 23:00,130,EUR,2023,1,26,23
23:00 - 00:00,124.12,EUR,2023,1,26,24
00:00 - 01:00,114.61,EUR,2023,1,27,1
01:00 - 02:00,119.74,EUR,2023,1,27,2
02:00 - 03:00,116,EUR,2023,1,27,3
03:00 - 04:00,124.08,EUR,2023,1,27,4
04:00 - 05:00,127.26,EUR,2023,1,27,5
05:00 - 06:00,149.7,EUR,2023,1,27,6
06:00 - 07:00,176.1,EUR,2023,1,27,7
07:00 - 08:00,195,EUR,2023,1,27,8
08:00 - 09:00,199.19,EUR,2023,1,27,9
09:00 - 10:00,195,EUR,2023,1,27,10
10:00 - 11:00,190,EUR,2023,1,27,11
11:00 - 12:00,183.06,EUR,2023,1,27,12
12:00 - 13:00,180,EUR,2023,1,27,13
13:00 - 14:00,181.5,EUR,2023,1,27,14
14:00 - 15:00,185,EUR,2023,1,27,15
15:00 - 16:00,188,EUR,2023,1,27,16
16:00 - 17:00,198.05,EUR,2023,1,27,17
17:00 - 18:00,200.7,EUR,2023,1,27,18
18:00 - 19:00,193.7,EUR,2023,1,27,19
19:00 - 20:00,181.13,EUR,2023,1,27,20
20:00 - 21:00,161.86,EUR,2023,1,27,21
21:00 - 22:00,145.32,EUR,2023,1,27,22
22:00 - 23:00,146,EUR,2023,1,27,23
23:00 - 00:00,139.9,EUR,2023,1,27,24
00:00 - 01:00,135,EUR,2023,1,28,1
01:00 - 02:00,133.32,EUR,2023,1,28,2
02:00 - 03:00,129.47,EUR,2023,1,28,3
03:00 - 04:00,125.22,EUR,2023,1,28,4
04:00 - 05:00,122.82,EUR,2023,1,28,5
05:00 - 06:00,128.8,EUR,2023,1,28,6
06:00 - 07:00,136.26,EUR,2023,1,28,7
07:00 - 08:00,145.43,EUR,2023,1,28,8
08:00 - 09:00,160.14,EUR,2023,1,28,9
09:00 - 10:00,161.55,EUR,2023,1,28,10
10:00 - 11:00,153.92,EUR,2023,1,28,11
11:00 - 12:00,126,EUR,2023,1,28,12
12:00 - 13:00,119.9,EUR,2023,1,28,13
13:00 - 14:00,129.9,EUR,2023,1,28,14
14:00 - 15:00,123,EUR,2023,1,28,15
15:00 - 16:00,154.27,EUR,2023,1,28,16
16:00 - 17:00,164.93,EUR,2023,1,28,17
17:00 - 18:00,168,EUR,2023,1,28,18
18:00 - 19:00,150,EUR,2023,1,28,19
19:00 - 20:00,138.94,EUR,2023,1,28,20
20:00 - 21:00,143.84,EUR,2023,1,28,21
21:00 - 22:00,139.6,EUR,2023,1,28,22
22:00 - 23:00,124.1,EUR,2023,1,28,23
23:00 - 00:00,150.4,EUR,2023,1,28,24
00:00 - 01:00,139.03,EUR,2023,1,29,1
01:00 - 02:00,119.4,EUR,2023,1,29,2
02:00 - 03:00,125.22,EUR,2023,1,29,3
03:00 - 04:00,123.76,EUR,2023,1,29,4
04:00 - 05:00,123.58,EUR,2023,1,29,5
05:00 - 06:00,125.84,EUR,2023,1,29,6
06:00 - 07:00,133.22,EUR,2023,1,29,7
07:00 - 08:00,147.87,EUR,2023,1,29,8
08:00 - 09:00,149.9,EUR,2023,1,29,9
09:00 - 10:00,154.8,EUR,2023,1,29,10
10:00 - 11:00,122,EUR,2023,1,29,11
11:00 - 12:00,132,EUR,2023,1,29,12
12:00 - 13:00,120.8,EUR,2023,1,29,13
13:00 - 14:00,121.27,EUR,2023,1,29,14
14:00 - 15:00,125.37,EUR,2023,1,29,15
15:00 - 16:00,130,EUR,2023,1,29,16
16:00 - 17:00,155.8,EUR,2023,1,29,17
17:00 - 18:00,149.9,EUR,2023,1,29,18
18:00 - 19:00,118,EUR,2023,1,29,19
19:00 - 20:00,120,EUR,2023,1,29,20
20:00 - 21:00,101.61,EUR,2023,1,29,21
21:00 - 22:00,98,EUR,2023,1,29,22
22:00 - 23:00,73.11,EUR,2023,1,29,23
23:00 - 00:00,49.67,EUR,2023,1,29,24
00:00 - 01:00,9.46,EUR,2023,1,30,1
01:00 - 02:00,5.07,EUR,2023,1,30,2
02:00 - 03:00,2.03,EUR,2023,1,30,3
03:00 - 04:00,9.03,EUR,2023,1,30,4
04:00 - 05:00,37.5,EUR,2023,1,30,5
05:00 - 06:00,88.76,EUR,2023,1,30,6
06:00 - 07:00,150,EUR,2023,1,30,7
07:00 - 08:00,182,EUR,2023,1,30,8
08:00 - 09:00,142,EUR,2023,1,30,9
09:00 - 10:00,103.49,EUR,2023,1,30,10
10:00 - 11:00,88.23,EUR,2023,1,30,11
11:00 - 12:00,84.9,EUR,2023,1,30,12
12:00 - 13:00,83.38,EUR,2023,1,30,13
13:00 - 14:00,87.55,EUR,2023,1,30,14
14:00 - 15:00,99.92,EUR,2023,1,30,15
15:00 - 16:00,120,EUR,2023,1,30,16
16:00 - 17:00,167.5,EUR,2023,1,30,17
17:00 - 18:00,180,EUR,2023,1,30,18
18:00 - 19:00,180,EUR,2023,1,30,19
19:00 - 20:00,171,EUR,2023,1,30,20
20:00 - 21:00,150,EUR,2023,1,30,21
21:00 - 22:00,149.9,EUR,2023,1,30,22
22:00 - 23:00,137.3,EUR,2023,1,30,23
23:00 - 00:00,151.8,EUR,2023,1,30,24
00:00 - 01:00,106.63,EUR,2023,1,31,1
01:00 - 02:00,108.63,EUR,2023,1,31,2
02:00 - 03:00,102.97,EUR,2023,1,31,3
03:00 - 04:00,105.8,EUR,2023,1,31,4
04:00 - 05:00,109.9,EUR,2023,1,31,5
05:00 - 06:00,141.35,EUR,2023,1,31,6
06:00 - 07:00,171.44,EUR,2023,1,31,7
07:00 - 08:00,182.8,EUR,2023,1,31,8
08:00 - 09:00,170.5,EUR,2023,1,31,9
09:00 - 10:00,165.3,EUR,2023,1,31,10
10:00 - 11:00,146,EUR,2023,1,31,11
11:00 - 12:00,118.67,EUR,2023,1,31,12
12:00 - 13:00,113.06,EUR,2023,1,31,13
13:00 - 14:00,113.59,EUR,2023,1,31,14
14:00 - 15:00,125,EUR,2023,1,31,15
15:00 - 16:00,141.4,EUR,2023,1,31,16
16:00 - 17:00,166.37,EUR,2023,1,31,17
17:00 - 18:00,200,EUR,2023,1,31,18
18:00 - 19:00,147.93,EUR,2023,1,31,19
19:00 - 20:00,124.3,EUR,2023,1,31,20
20:00 - 21:00,127.6,EUR,2023,1,31,21
21:00 - 22:00,122.7,EUR,2023,1,31,22
22:00 - 23:00,87.52,EUR,2023,1,31,23
23:00 - 00:00,85.03,EUR,2023,1,31,24
00:00 - 01:00,80.02,EUR,2023,2,1,1
01:00 - 02:00,71.67,EUR,2023,2,1,2
02:00 - 03:00,71.05,EUR,2023,2,1,3
03:00 - 04:00,79.21,EUR,2023,2,1,4
04:00 - 05:00,83.93,EUR,2023,2,1,5
05:00 - 06:00,99.5,EUR,2023,2,1,6
06:00 - 07:00,130,EUR,2023,2,1,7
07:00 - 08:00,163.7,EUR,2023,2,1,8
08:00 - 09:00,120.1,EUR,2023,2,1,9
09:00 - 10:00,108.51,EUR,2023,2,1,10
10:00 - 11:00,104.81,EUR,2023,2,1,11
11:00 - 12:00,102.63,EUR,2023,2,1,12
12:00 - 13:00,101.79,EUR,2023,2,1,13
13:00 - 14:00,101.58,EUR,2023,2,1,14
14:00 - 15:00,101.82,EUR,2023,2,1,15
15:00 - 16:00,130,EUR,2023,2,1,16
16:00 - 17:00,167.62,EUR,2023,2,1,17
17:00 - 18:00,179.69,EUR,2023,2,1,18
18:00 - 19:00,126,EUR,2023,2,1,19
19:00 - 20:00,100.88,EUR,2023,2,1,20
20:00 - 21:00,117,EUR,2023,2,1,21
21:00 - 22:00,99.9,EUR,2023,2,1,22
22:00 - 23:00,94.9,EUR,2023,2,1,23
23:00 - 00:00,83.46,EUR,2023,2,1,24
00:00 - 01:00,89.96,EUR,2023,2,2,1
01:00 - 02:00,85.57,EUR,2023,2,2,2
02:00 - 03:00,88.27,EUR,2023,2,2,3
03:00 - 04:00,94.4,EUR,2023,2,2,4
04:00 - 05:00,99.92,EUR,2023,2,2,5
05:00 - 06:00,116.62,EUR,2023,2,2,6
06:00 - 07:00,140.96,EUR,2023,2,2,7
07:00 - 08:00,170.13,EUR,2023,2,2,8
08:00 - 09:00,178.2,EUR,2023,2,2,9
09:00 - 10:00,170.09,EUR,2023,2,2,10
10:00 - 11:00,167.21,EUR,2023,2,2,11
11:00 - 12:00,156.86,EUR,2023,2,2,12
12:00 - 13:00,152.74,EUR,2023,2,2,13
13:00 - 14:00,161.44,EUR,2023,2,2,14
14:00 - 15:00,163.39,EUR,2023,2,2,15
15:00 - 16:00,167.28,EUR,2023,2,2,16
16:00 - 17:00,178.17,EUR,2023,2,2,17
17:00 - 18:00,183.12,EUR,2023,2,2,18
18:00 - 19:00,167.41,EUR,2023,2,2,19
19:00 - 20:00,146.86,EUR,2023,2,2,20
20:00 - 21:00,143.54,EUR,2023,2,2,21
21:00 - 22:00,130.15,EUR,2023,2,2,22
22:00 - 23:00,106.3,EUR,2023,2,2,23
23:00 - 00:00,110.1,EUR,2023,2,2,24
00:00 - 01:00,102.99,EUR,2023,2,3,1
01:00 - 02:00,96.55,EUR,2023,2,3,2
02:00 - 03:00,90.1,EUR,2023,2,3,3
03:00 - 04:00,82.4,EUR,2023,2,3,4
04:00 - 05:00,89.02,EUR,2023,2,3,5
05:00 - 06:00,103.23,EUR,2023,2,3,6
06:00 - 07:00,147.12,EUR,2023,2,3,7
07:00 - 08:00,173.32,EUR,2023,2,3,8
08:00 - 09:00,166.59,EUR,2023,2,3,9
09:00 - 10:00,139.9,EUR,2023,2,3,10
10:00 - 11:00,113,EUR,2023,2,3,11
11:00 - 12:00,130,EUR,2023,2,3,12
12:00 - 13:00,131.2,EUR,2023,2,3,13
13:00 - 14:00,143.38,EUR,2023,2,3,14
14:00 - 15:00,150,EUR,2023,2,3,15
15:00 - 16:00,149.9,EUR,2023,2,3,16
16:00 - 17:00,184,EUR,2023,2,3,17
17:00 - 18:00,194.4,EUR,2023,2,3,18
18:00 - 19:00,180,EUR,2023,2,3,19
19:00 - 20:00,166.7,EUR,2023,2,3,20
20:00 - 21:00,181,EUR,2023,2,3,21
21:00 - 22:00,143.9,EUR,2023,2,3,22
22:00 - 23:00,153.01,EUR,2023,2,3,23
23:00 - 00:00,152.53,EUR,2023,2,3,24
00:00 - 01:00,159.9,EUR,2023,2,4,1
01:00 - 02:00,124.68,EUR,2023,2,4,2
02:00 - 03:00,124.5,EUR,2023,2,4,3
03:00 - 04:00,127.28,EUR,2023,2,4,4
04:00 - 05:00,131.29,EUR,2023,2,4,5
05:00 - 06:00,139.61,EUR,2023,2,4,6
06:00 - 07:00,156.31,EUR,2023,2,4,7
07:00 - 08:00,164.19,EUR,2023,2,4,8
08:00 - 09:00,169.83,EUR,2023,2,4,9
09:00 - 10:00,164.11,EUR,2023,2,4,10
10:00 - 11:00,156.39,EUR,2023,2,4,11
11:00 - 12:00,148.84,EUR,2023,2,4,12
12:00 - 13:00,133.37,EUR,2023,2,4,13
13:00 - 14:00,134.09,EUR,2023,2,4,14
14:00 - 15:00,141.61,EUR,2023,2,4,15
15:00 - 16:00,155.36,EUR,2023,2,4,16
16:00 - 17:00,170.29,EUR,2023,2,4,17
17:00 - 18:00,184.16,EUR,2023,2,4,18
18:00 - 19:00,179.96,EUR,2023,2,4,19
19:00 - 20:00,167.88,EUR,2023,2,4,20
20:00 - 21:00,158.13,EUR,2023,2,4,21
21:00 - 22:00,152.38,EUR,2023,2,4,22
22:00 - 23:00,136.63,EUR,2023,2,4,23
23:00 - 00:00,146.92,EUR,2023,2,4,24
00:00 - 01:00,141.11,EUR,2023,2,5,1
01:00 - 02:00,148.56,EUR,2023,2,5,2
02:00 - 03:00,130.61,EUR,2023,2,5,3
03:00 - 04:00,115.9,EUR,2023,2,5,4
04:00 - 05:00,113.23,EUR,2023,2,5,5
05:00 - 06:00,114.16,EUR,2023,2,5,6
06:00 - 07:00,115.58,EUR,2023,2,5,7
07:00 - 08:00,110.1,EUR,2023,2,5,8
08:00 - 09:00,111.85,EUR,2023,2,5,9
09:00 - 10:00,108.54,EUR,2023,2,5,10
10:00 - 11:00,107.07,EUR,2023,2,5,11
11:00 - 12:00,101.62,EUR,2023,2,5,12
12:00 - 13:00,100.69,EUR,2023,2,5,13
13:00 - 14:00,103.81,EUR,2023,2,5,14
14:00 - 15:00,115.25,EUR,2023,2,5,15
15:00 - 16:00,125.13,EUR,2023,2,5,16
16:00 - 17:00,147.56,EUR,2023,2,5,17
17:00 - 18:00,171.49,EUR,2023,2,5,18
18:00 - 19:00,185.33,EUR,2023,2,5,19
19:00 - 20:00,172.03,EUR,2023,2,5,20
20:00 - 21:00,153.67,EUR,2023,2,5,21
21:00 - 22:00,155.77,EUR,2023,2,5,22
22:00 - 23:00,144.18,EUR,2023,2,5,23
23:00 - 00:00,145,EUR,2023,2,5,24
00:00 - 01:00,143.73,EUR,2023,2,6,1
01:00 - 02:00,145.44,EUR,2023,2,6,2
02:00 - 03:00,142.13,EUR,2023,2,6,3
03:00 - 04:00,140.1,EUR,2023,2,6,4
04:00 - 05:00,148.93,EUR,2023,2,6,5
05:00 - 06:00,175.67,EUR,2023,2,6,6
06:00 - 07:00,200.65,EUR,2023,2,6,7
07:00 - 08:00,213.39,EUR,2023,2,6,8
08:00 - 09:00,200.63,EUR,2023,2,6,9
09:00 - 10:00,185.08,EUR,2023,2,6,10
10:00 - 11:00,163.54,EUR,2023,2,6,11
11:00 - 12:00,129.8,EUR,2023,2,6,12
12:00 - 13:00,129.55,EUR,2023,2,6,13
13:00 - 14:00,135.48,EUR,2023,2,6,14
14:00 - 15:00,149.6,EUR,2023,2,6,15
15:00 - 16:00,181.8,EUR,2023,2,6,16
16:00 - 17:00,198.94,EUR,2023,2,6,17
17:00 - 18:00,213.5,EUR,2023,2,6,18
18:00 - 19:00,205.38,EUR,2023,2,6,19
19:00 - 20:00,186.21,EUR,2023,2,6,20
20:00 - 21:00,166.48,EUR,2023,2,6,21
21:00 - 22:00,152.5,EUR,2023,2,6,22
22:00 - 23:00,154,EUR,2023,2,6,23
23:00 - 00:00,145.72,EUR,2023,2,6,24
00:00 - 01:00,142.12,EUR,2023,2,7,1
01:00 - 02:00,140.31,EUR,2023,2,7,2
02:00 - 03:00,139.36,EUR,2023,2,7,3
03:00 - 04:00,141.6,EUR,2023,2,7,4
04:00 - 05:00,143.44,EUR,2023,2,7,5
05:00 - 06:00,170.54,EUR,2023,2,7,6
06:00 - 07:00,198.03,EUR,2023,2,7,7
07:00 - 08:00,214.16,EUR,2023,2,7,8
08:00 - 09:00,191.85,EUR,2023,2,7,9
09:00 - 10:00,168.38,EUR,2023,2,7,10
10:00 - 11:00,125.76,EUR,2023,2,7,11
11:00 - 12:00,123.57,EUR,2023,2,7,12
12:00 - 13:00,125.6,EUR,2023,2,7,13
13:00 - 14:00,139.93,EUR,2023,2,7,14
14:00 - 15:00,171.81,EUR,2023,2,7,15
15:00 - 16:00,189.98,EUR,2023,2,7,16
16:00 - 17:00,222.26,EUR,2023,2,7,17
17:00 - 18:00,245.6,EUR,2023,2,7,18
18:00 - 19:00,229,EUR,2023,2,7,19
19:00 - 20:00,199.03,EUR,2023,2,7,20
20:00 - 21:00,188.18,EUR,2023,2,7,21
21:00 - 22:00,173.34,EUR,2023,2,7,22
22:00 - 23:00,163.07,EUR,2023,2,7,23
23:00 - 00:00,160.04,EUR,2023,2,7,24
00:00 - 01:00,155.15,EUR,2023,2,8,1
01:00 - 02:00,150,EUR,2023,2,8,2
02:00 - 03:00,147.97,EUR,2023,2,8,3
03:00 - 04:00,145.97,EUR,2023,2,8,4
04:00 - 05:00,149.1,EUR,2023,2,8,5
05:00 - 06:00,175.69,EUR,2023,2,8,6
06:00 - 07:00,196.64,EUR,2023,2,8,7
07:00 - 08:00,216.19,EUR,2023,2,8,8
08:00 - 09:00,176,EUR,2023,2,8,9
09:00 - 10:00,128,EUR,2023,2,8,10
10:00 - 11:00,116,EUR,2023,2,8,11
11:00 - 12:00,115.61,EUR,2023,2,8,12
12:00 - 13:00,114.88,EUR,2023,2,8,13
13:00 - 14:00,114.24,EUR,2023,2,8,14
14:00 - 15:00,125.39,EUR,2023,2,8,15
15:00 - 16:00,156.78,EUR,2023,2,8,16
16:00 - 17:00,183.99,EUR,2023,2,8,17
17:00 - 18:00,192.45,EUR,2023,2,8,18
18:00 - 19:00,153,EUR,2023,2,8,19
19:00 - 20:00,145,EUR,2023,2,8,20
20:00 - 21:00,163.6,EUR,2023,2,8,21
21:00 - 22:00,170.6,EUR,2023,2,8,22
22:00 - 23:00,149.85,EUR,2023,2,8,23
23:00 - 00:00,134.11,EUR,2023,2,8,24
00:00 - 01:00,128.85,EUR,2023,2,9,1
01:00 - 02:00,128.2,EUR,2023,2,9,2
02:00 - 03:00,124.49,EUR,2023,2,9,3
03:00 - 04:00,115.71,EUR,2023,2,9,4
04:00 - 05:00,124.49,EUR,2023,2,9,5
05:00 - 06:00,146.57,EUR,2023,2,9,6
06:00 - 07:00,167.84,EUR,2023,2,9,7
07:00 - 08:00,181.99,EUR,2023,2,9,8
08:00 - 09:00,137,EUR,2023,2,9,9
09:00 - 10:00,125,EUR,2023,2,9,10
10:00 - 11:00,111.8,EUR,2023,2,9,11
11:00 - 12:00,125.43,EUR,2023,2,9,12
12:00 - 13:00,125.08,EUR,2023,2,9,13
13:00 - 14:00,135.59,EUR,2023,2,9,14
14:00 - 15:00,160.45,EUR,2023,2,9,15
15:00 - 16:00,165.04,EUR,2023,2,9,16
16:00 - 17:00,173.25,EUR,2023,2,9,17
17:00 - 18:00,198,EUR,2023,2,9,18
18:00 - 19:00,161.51,EUR,2023,2,9,19
19:00 - 20:00,150,EUR,2023,2,9,20
20:00 - 21:00,143.94,EUR,2023,2,9,21
21:00 - 22:00,132.69,EUR,2023,2,9,22
22:00 - 23:00,128.8,EUR,2023,2,9,23
23:00 - 00:00,123,EUR,2023,2,9,24
00:00 - 01:00,119.5,EUR,2023,2,10,1
01:00 - 02:00,121.24,EUR,2023,2,10,2
02:00 - 03:00,122.87,EUR,2023,2,10,3
03:00 - 04:00,124.59,EUR,2023,2,10,4
04:00 - 05:00,130.06,EUR,2023,2,10,5
05:00 - 06:00,151.89,EUR,2023,2,10,6
06:00 - 07:00,185.56,EUR,2023,2,10,7
07:00 - 08:00,202,EUR,2023,2,10,8
08:00 - 09:00,165.81,EUR,2023,2,10,9
09:00 - 10:00,142,EUR,2023,2,10,10
10:00 - 11:00,138.64,EUR,2023,2,10,11
11:00 - 12:00,119.18,EUR,2023,2,10,12
12:00 - 13:00,119.7,EUR,2023,2,10,13
13:00 - 14:00,114.42,EUR,2023,2,10,14
14:00 - 15:00,128.45,EUR,2023,2,10,15
15:00 - 16:00,128,EUR,2023,2,10,16
16:00 - 17:00,162.65,EUR,2023,2,10,17
17:00 - 18:00,162.1,EUR,2023,2,10,18
18:00 - 19:00,127.16,EUR,2023,2,10,19
19:00 - 20:00,111.29,EUR,2023,2,10,20
20:00 - 21:00,94.9,EUR,2023,2,10,21
21:00 - 22:00,100,EUR,2023,2,10,22
22:00 - 23:00,100,EUR,2023,2,10,23
23:00 - 00:00,120.6,EUR,2023,2,10,24
00:00 - 01:00,119.9,EUR,2023,2,11,1
01:00 - 02:00,118.24,EUR,2023,2,11,2
02:00 - 03:00,118.28,EUR,2023,2,11,3
03:00 - 04:00,111.95,EUR,2023,2,11,4
04:00 - 05:00,102.74,EUR,2023,2,11,5
05:00 - 06:00,119.98,EUR,2023,2,11,6
06:00 - 07:00,127.3,EUR,2023,2,11,7
07:00 - 08:00,150.1,EUR,2023,2,11,8
08:00 - 09:00,149.94,EUR,2023,2,11,9
09:00 - 10:00,130.1,EUR,2023,2,11,10
10:00 - 11:00,130.6,EUR,2023,2,11,11
11:00 - 12:00,134.3,EUR,2023,2,11,12
12:00 - 13:00,122,EUR,2023,2,11,13
13:00 - 14:00,140,EUR,2023,2,11,14
14:00 - 15:00,144,EUR,2023,2,11,15
15:00 - 16:00,141.1,EUR,2023,2,11,16
16:00 - 17:00,153.85,EUR,2023,2,11,17
17:00 - 18:00,182.4,EUR,2023,2,11,18
18:00 - 19:00,183.5,EUR,2023,2,11,19
19:00 - 20:00,172.94,EUR,2023,2,11,20
20:00 - 21:00,144.76,EUR,2023,2,11,21
21:00 - 22:00,147.54,EUR,2023,2,11,22
22:00 - 23:00,138,EUR,2023,2,11,23
23:00 - 00:00,159.46,EUR,2023,2,11,24
00:00 - 01:00,149.9,EUR,2023,2,12,1
01:00 - 02:00,132.1,EUR,2023,2,12,2
02:00 - 03:00,127.85,EUR,2023,2,12,3
03:00 - 04:00,124.02,EUR,2023,2,12,4
04:00 - 05:00,128.4,EUR,2023,2,12,5
05:00 - 06:00,128.8,EUR,2023,2,12,6
06:00 - 07:00,148.67,EUR,2023,2,12,7
07:00 - 08:00,149.4,EUR,2023,2,12,8
08:00 - 09:00,156.93,EUR,2023,2,12,9
09:00 - 10:00,145.56,EUR,2023,2,12,10
10:00 - 11:00,140.07,EUR,2023,2,12,11
11:00 - 12:00,129.89,EUR,2023,2,12,12
12:00 - 13:00,120,EUR,2023,2,12,13
13:00 - 14:00,120,EUR,2023,2,12,14
14:00 - 15:00,124.63,EUR,2023,2,12,15
15:00 - 16:00,135.16,EUR,2023,2,12,16
16:00 - 17:00,158.54,EUR,2023,2,12,17
17:00 - 18:00,185.66,EUR,2023,2,12,18
18:00 - 19:00,167.32,EUR,2023,2,12,19
19:00 - 20:00,156.38,EUR,2023,2,12,20
20:00 - 21:00,142.32,EUR,2023,2,12,21
21:00 - 22:00,151.39,EUR,2023,2,12,22
22:00 - 23:00,131.4,EUR,2023,2,12,23
23:00 - 00:00,138.64,EUR,2023,2,12,24
00:00 - 01:00,135.3,EUR,2023,2,13,1
01:00 - 02:00,134.04,EUR,2023,2,13,2
02:00 - 03:00,129.04,EUR,2023,2,13,3
03:00 - 04:00,130.84,EUR,2023,2,13,4
04:00 - 05:00,137.37,EUR,2023,2,13,5
05:00 - 06:00,163.19,EUR,2023,2,13,6
06:00 - 07:00,196.08,EUR,2023,2,13,7
